Posizione,Interprete,Canzone,anno,Autori,Sesso,Tematiche,Pos
22º,Flavia Fortunato,Una bella canzone,1988,O. Avogadro e M. Lavezzi,F,['canzone'],22
23º,New Trolls,Cielo chiaro,1988,"V. De Scalzi, N. Di Palo e G. Belleno",G,"['cielo', 'chiaro']",23
24º,Denovo,Ma che idea,1988,L. Madonia,G,['idea'],24
25º,Nino Buonocore,Le tue chiavi non ho,1988,A. Salerno e N. Buonocore,M,['chiavi'],25
26º,Alan Sorrenti,Come per miracolo,1988,A. Sorrenti e G. Cavalli,M,['miracolo'],26
1º,Anna Oxa e Fausto Leali,Ti lascerò,1989,"G. Fasano, F. Leali, F. Ciani, F. Berlincioni e S. Bardotti",G,['lascerò'],1
2º,Toto Cutugno,Le mamme,1989,T. Cutugno e S. Borgia,M,['mamme'],2
3º,Al Bano e Romina Power,Cara terra mia,1989,"A. Carrisi, R. Power e V. Pallavicini",G,"['cara', 'terra']",3
4º,Riccardo Fogli,Non finisce così,1989,"Laurex, M. Patrignani, C. Cofani e F. Evangelisti",M,['finisce'],4
5°,Jovanotti,Vasco,1989,"C. Cecchetto, L. Cherubini, L. Cersosimo",M,['vasco'],5
6°,Fiordaliso con Claudio Cabrini,Se non avessi te,1989,T. Cutugno,G,['avessi'],6
7°,Francesco Salvi,Esatto!,1989,"F. Salvi, S. Melloni e M. Natale",M,['esatto'],7
8°,Ricchi e Poveri,Chi voglio sei tu,1989,P. Cassano e A. Cogliati,G,[],8
9°,Mia Martini,Almeno tu nell'universo,1989,B. Lauzi e M. Fabrizio,F,"['almeno', 'nell', 'universo']",9
10°,Ornella Vanoni,Io come farò,1989,"M. Pagani, G. Paoli e S. Bardotti",F,['farò'],10
11°,Peppino di Capri,Il mio pianoforte,1989,"R. Fiorillo, M. Di Francia e G. Faiella",M,['pianoforte'],11
12°,Marisa Laurito,Il babà è una cosa seria,1989,S. Palomba e E. Alfieri,F,"['babà', 'seria']",12
13°,Gino Paoli,Questa volta no,1989,P. Penzo e G. Paoli,M,['volta'],13
14°,Renato Carosone,Na canzuncella doce doce,1989,C. Mattone,M,"['na', 'canzuncella', 'doce', 'doce']",14
15°,Raf,Cosa resterà degli anni '80,1989,"G. Bigazzi, G. Dati e R. Riefoli",M,"['resterà', 'anni', '80']",15
16°,Dori Ghezzi,Il cuore delle donne,1989,"M. Paoluzzi, O. Avogadro e R. Ferri",F,"['cuore', 'donne']",16
17°,Enzo Jannacci,Se me lo dicevi prima,1989,E. Jannacci e M. Bassi,M,"['dicevi', 'prima']",17
18°,Gigliola Cinquetti,Ciao,1989,"Gepy & Gepy, M. Governi e R. Russo",F,[],18
19°,Rossana Casale,A che servono gli dei,1989,M. Fabrizio e G. Morra,F,['servono'],19
20°,Tullio De Piscopo,E allora e allora,1989,"M. Capuano, G. Capuano e T. De Piscopo",M,"['allora', 'allora']",20
21°,Eduardo De Crescenzo,Come mi vuoi,1989,M. G. Nava e E. De Crescenzo,M,['vuoi'],21
22°,Fred Bongusto,Scusa,1989,"F. Bongusto, E. Campassi e S. Iodice",M,['scusa'],22
23°,Gigi Sabani,La fine del mondo,1989,"T. Cutugno, G. Fasano e Depsa",M,"['fine', 'mondo']",23
24°,Sergio Caputo,Rifarsi una vita,1989,S. Caputo,M,"['rifarsi', 'vita']",24
1º,Pooh,Uomini soli,1990,V. Negrini e C. Facchinetti,G,"['uomini', 'soli']",1
2º,Toto Cutugno,Gli amori,1990,"F. Berlincioni, S. Cutugno e S. De Pasquale",M,['amori'],2
3º,Amedeo Minghi e Mietta,Vattene amore,1990,A. Minghi,G,"['vattene', 'amore']",3
4°,Anna Oxa,Donna con te,1990,D. Amerio e L. Boero,F,['donna'],4
5°,Marcella e Gianni Bella,Verso l'ignoto,1990,"D. Di Gregorio, G. Bella e R. Di Bella",G,"['verso', 'ignoto']",5
6°,Mia Martini,La nevicata del '56,1990,"C. Vistarini, F. Califano, M. Cantini e L. Lopez",F,"['nevicata', '56']",6
7°,Mango,Tu... sì,1990,A. Mango e G. Mango,M,['sì'],7
8°,Francesco Salvi,A,1990,"F. Salvi, M. Natale, R. Turatti e S. Melloni",M,[],8
9°,Caterina Caselli,Bisognerebbe non pensare che a te,1990,G. Morra e M. Fabrizio,F,"['bisognerebbe', 'pensare']",9
10°,Riccardo Fogli,Ma quale amore,1990,"A. De Angelis, B. Incarnato e L. Lopez",M,['amore'],10
11°,Sandro Giacobbe,Io vorrei,1990,S. Cutugno e S. Giacobbe,M,['vorrei'],11
12°,Paola Turci,Ringrazio Dio,1990,"A. Rizzo, Rambow e R. Silvestro",F,"['ringrazio', 'dio']",12
13°,Milva,Sono felice,1990,R. Cellamare e B. Antonacci,F,['felice'],13
14°,Grazia Di Michele,Io e mio padre,1990,G. Di Michele,F,['padre'],14
15°,Peppino di Capri,Evviva Maria,1990,G. Faiella e S. De Pasquale,M,"['evviva', 'maria']",15
16°,Eugenio Bennato e Tony Esposito,Novecento Aufwiedersehen,1990,"E. Bennato, A. Esposito e C. D'Angiò",G,"['novecento', 'aufwiedersehen']",16
17°,Ricchi e Poveri,Buona giornata,1990,"S. De Pasquale, M. Paoluzzi e V. Cosma",G,"['buona', 'giornata']",17
18°,Lena Biolcati,Amori,1990,L. Biolcati e Robymiro,F,['amori'],18
19°,Mino Reitano,Vorrei,1990,"C. Malgioglio, P. Vernola, F. Reitano e B. Reitano",M,['vorrei'],19
20°,Christian,Amore,1990,"F. Berlincioni, G. Rossi, S. Amato e F. Morgia",M,['amore'],20
1º,Riccardo Cocciante,Se stiamo insieme,1991,R. Cocciante e Mogol,M,"['stiamo', 'insieme']",1
2º,Renato Zero,Spalle al muro,1991,M. Nava,M,"['spalle', 'muro']",2
3º,Marco Masini,Perché lo fai,1991,"G. Bigazzi, M. Manzani e M. Masini",M,"['perché', 'fai']",3
4º,Umberto Tozzi,Gli altri siamo noi,1991,U. Tozzi e G. Bigazzi,M,['siamo'],4
5º,Pierangelo Bertoli e Tazenda,Spunta la Luna dal monte,1991,L. Marielli e P. Bertoli,G,"['spunta', 'luna', 'monte']",5
6º,Amedeo Minghi,Nené,1991,A. Minghi,M,['nené'],6
7º,Mietta,Dubbi no,1991,A. Minghi,F,['dubbi'],7
8º,Al Bano e Romina Power,Oggi sposi,1991,Depsa e G. Andreetto,G,"['oggi', 'sposi']",8
9º,Riccardo Fogli,Io ti prego di ascoltare,1991,G. Morra e M. Fabrizio,M,"['prego', 'ascoltare']",9
10º,Raf,Oggi un Dio non ho,1991,R. Riefoli e G. Dati,M,"['oggi', 'dio']",10
11º,Enzo Jannacci,La fotografia,1991,V. Jannacci,M,['fotografia'],11
12º,Fiordaliso,Il mare più grande che c'è (I Love You Man),1991,F. Ciani e F. Zanotti,F,"['mare', 'c', 'love', 'you', 'man']",12
13º,Jo Squillo e Sabrina Salerno,Siamo donne,1991,G. Coletti,G,"['siamo', 'donne']",13
14º,Ladri di Biciclette,Sbatti ben su del Be Bop,1991,P. Belli e E. Prandi,G,"['sbatti', 'ben', 'be', 'bop']",14
15º,Eduardo De Crescenzo,E la musica va,1991,E. De Crescenzo e F. Del Prete,M,"['musica', 'va']",15
16º,Grazia Di Michele,Se io fossi un uomo,1991,"Joanna, G. Di Michele e P. Nocera",F,"['fossi', 'uomo']",16
17º,Rossana Casale,Terra,1991,G. Morra e M. Fabrizio,F,['terra'],17
18º,Loredana Bertè,In questa città,1991,P. Daniele,F,['città'],18
19º,Gianni Bella,La fila degli oleandri,1991,G. Bella e Mogol,M,"['fila', 'oleandri']",19
20º,Mariella Nava,Gli uomini,1991,M. Nava,F,['uomini'],20
1º,Luca Barbarossa,Portami a ballare,1992,L. Barbarossa,M,"['portami', 'ballare']",1
2º,Mia Martini,Gli uomini non cambiano,1992,"G. Dati, M. Falagiani e G. Bigazzi",F,"['uomini', 'cambiano']",2
3º,Paolo Vallesi,La forza della vita,1992,G. Dati e P. Vallesi,M,"['forza', 'vita']",3
4º,Pierangelo Bertoli,Italia d'oro,1992,P. Bertoli e M. Negri,M,"['italia', 'oro']",4
5º,Massimo Ranieri,Ti penso,1992,F. Berlincioni e S. Amato,M,['penso'],5
6º,Matia Bazar,Piccoli giganti,1992,"A. Stellita, S. Cossu, C. Marrale e L. Valente",G,"['piccoli', 'giganti']",6
7º,Franco Fasano e Flavia Fortunato,Per niente al mondo,1992,G. Fasano e F. Berlincioni,G,['mondo'],7
8º,Tazenda,Pitzinnos in sa gherra,1992,L. Marielli e F. De André,G,"['pitzinnos', 'sa', 'gherra']",8
9º,Fausto Leali,Perché,1992,A. Civai e G. Bigazzi,M,['perché'],9
10º,Riccardo Fogli,In una notte così,1992,G. Morra e M. Fabrizio,M,['notte'],10
11º,Michele Zarrillo,Strade di Roma,1992,"V. Incenzo, M. Zarrillo e A. Venditti",M,"['strade', 'roma']",11
12º,Mariella Nava,Mendicante,1992,M. G. Nava,F,['mendicante'],12
13º,Drupi,Un uomo in più,1992,Depsa e G. Fasano,M,['uomo'],13
14º,Peppino di Capri e Pietra Montecorvino,Favola blues,1992,"F. Berlincioni, M. Di Francia e G. Faiella",G,"['favola', 'blues']",14
15º,New Trolls,Quelli come noi,1992,"D. Gori, N. Di Palo, G. Belleno, V. De Scalzi e F. Berlincioni",G,[],15
1º,Enrico Ruggeri,Mistero,1993,E. Ruggeri,M,['mistero'],1
2º,Cristiano De Andrè,Dietro la porta,1993,D. Fossati e C. De Andrè,M,"['dietro', 'porta']",2
3º,Rossana Casale e Grazia Di Michele,Gli amori diversi,1993,"R. Casale, G. Restelli e G. Di Michele",G,"['amori', 'diversi']",3
4º,Matia Bazar,Dedicato a te,1993,"L. Valente, M. Bassi, S. Cossu, A. Stellita e C. Marrale",G,['dedicato'],4
5º,Renato Zero,Ave Maria,1993,R. Fiacchini e R. Serio,M,"['ave', 'maria']",5
6º,Mietta e Ragazzi di Via Meda,Figli di chi,1993,"D. Miglietta, A. De Sanctis, G. Isgrò e F. Neviani",G,['figli'],6
7º,Paola Turci,Stato di calma apparente,1993,P. Turci e G. Chiocchio,F,"['stato', 'calma', 'apparente']",7
8º,Biagio Antonacci,Non so più a chi credere,1993,B. Antonacci,M,"['so', 'credere']",8
9º,Amedeo Minghi,"Notte bella, magnifica",1993,A. Minghi,M,"['notte', 'magnifica']",9
10º,Francesca Alotta,Un anno di noi,1993,"G. Bigazzi, M. Falagiani e G. Dati",F,['anno'],10
11º,Andrea Mingardi,Sogno,1993,A. Mingardi,M,['sogno'],11
12º,Roberto Murolo,L'Italia è bella,1993,C. Faiello,M,['italia'],12
13º,Tullio De Piscopo,Qui gatta ci cova,1993,"M. Capuano, G. Capuano e T. De Piscopo",M,"['gatta', 'cova']",13
14º,Loredana Bertè e Mia Martini,Stiamo come stiamo,1993,M. Piccoli e L. Bertè,G,"['stiamo', 'stiamo']",14
15º,Nino Buonocore,Una canzone d'amore,1993,M. De Vitis e N. Buonocore,M,"['canzone', 'amore']",15
1º,Aleandro Baldi,Passerà,1994,"A. Civai, G. Bigazzi e M. Falagiani",M,['passerà'],1
2º,Giorgio Faletti,Signor tenente,1994,G. Faletti,M,"['signor', 'tenente']",2
3º,Laura Pausini,Strani amori,1994,"A. Valsiglio, R. Buti, Cheope, M. Marati e F. Tanini",F,"['strani', 'amori']",3
4º,Gerardina Trovato,Non è un film,1994,"A. Anastasio, C. Valli e G. Trovato",F,['film'],4
5º,Michele Zarrillo,Cinque giorni,1994,V. Incenzo e M. Zarrillo,M,"['cinque', 'giorni']",5
6º,Enzo Jannacci e Paolo Rossi,I soliti accordi,1994,"E. Jannacci, P. Rossi e P. Jannacci",G,"['soliti', 'accordi']",6
7º,Ivan Graziani,Maledette malelingue,1994,I. Graziani,M,"['maledette', 'malelingue']",7
8º,Andrea Mingardi,Amare amare,1994,A. Mingardi e M. Tirelli,M,"['amare', 'amare']",8
9º,Marco Armani,Esser duri,1994,M. Armenise e L. Carboni,M,"['esser', 'duri']",9
10º,Donatella Rettore,Di notte specialmente,1994,"Cheope, D. Rettore e C. Rego",F,"['notte', 'specialmente']",10
11º,Mariella Nava,Terra mia,1994,M. G. Nava,F,['terra'],11
12º,Formula 3,La casa dell'imperatore,1994,T. Cicco e M. Castelnuovo,G,"['casa', 'dell', 'imperatore']",12
13º,Loredana Bertè,Amici non ne ho,1994,L. Bertè e P. Leon,F,['amici'],13
14º,Alessandro Canino,Crescerai,1994,"B. Zucchetti, G. Dati e S. Busà",M,['crescerai'],14
15º,Francesco Salvi,Statento,1994,F. Salvi e V. Cosma,M,['statento'],15
16º,Alessandro Bono,Oppure no,1994,A. Pizzamiglio,M,[],16
17º,Claudia Mori,Se mi ami...,1994,T. Cutugno,F,['ami'],17
18º,Carlo Marrale,L'ascensore,1994,"C. Marrale, P. Rodenbucher e Cheope",M,['ascensore'],18
19º,Squadra Italia,Una vecchia canzone italiana,1994,S. Jurgens e M. Marrocchi,G,"['vecchia', 'canzone', 'italiana']",19
20º,Franco Califano,Napoli,1994,"F. Califano, A. Laurenti e A. Gaudino",M,['napoli'],20
1º,Giorgia,Come saprei,1995,"G. Todrani, E. Ramazzotti, V. Tosetto e A. Cogliati",F,['saprei'],1
2º,Gianni Morandi e Barbara Cola,In amore,1995,Duchesca e B. Zambrini,G,['amore'],2
3º,Ivana Spagna,Gente come noi,1995,"I. Spagna, G. Spagna, F. Zanotti, A. Valsiglio e M. Marati",F,['gente'],3
4º,Andrea Bocelli,Con te partirò,1995,L. Quarantotto e F. Sartori,M,['partirò'],4
5º,Fiorello,Finalmente tu,1995,M. Pezzali e M. Repetto,M,['finalmente'],5
6º,Danilo Amerio,Bisogno d'amore,1995,D. Amerio,M,"['bisogno', 'amore']",6
7º,Lighea,Rivoglio la mia vita,1995,"M. Pecora, Zenonazza e T. Montelpare",F,"['rivoglio', 'vita']",7
8º,883,Senza averti qui,1995,"M. Pezzali, P. P. Peroni e M. Guarniero",G,['averti'],8
9º,Antonella Arancio,Più di così,1995,"F. Carraresi, F. Migliacci, L. Bechelli e M. Goldsand",F,[],9
10º,Lorella Cuccarini,Un altro amore no,1995,"V. Incenzo, D. Pinelli e S. Testi",F,['amore'],10
11º,Mango,Dove vai...,1995,"A. Mango, S. Grandi e G. Mango",M,"['dove', 'vai']",11
12º,Giorgio Faletti,L'assurdo mestiere,1995,G. Faletti,M,"['assurdo', 'mestiere']",12
13º,Trio Melody,Ma che ne sai... (...se non hai fatto il piano-bar),1995,C. Mattone,G,"['sai', 'hai', 'fatto', 'piano', 'bar']",13
14º,Gigliola Cinquetti,Giovane vecchio cuore,1995,G. Faletti,F,"['giovane', 'vecchio', 'cuore']",14
15º,Massimo Ranieri,La vestaglia,1995,M. Marrocchi e G. Artegiani,M,['vestaglia'],15
16º,Drupi,Voglio una donna,1995,"T. Cutugno, C. Farina e A. Sanarico",M,['donna'],16
17º,Toto Cutugno,Voglio andare a vivere in campagna,1995,T. Cutugno,M,"['andare', 'vivere', 'campagna']",17
18º,Sabina Guzzanti e La Riserva Indiana,Troppo sole,1995,D. Riondino,G,"['troppo', 'sole']",18
19º,Loredana Bertè,ANGELI & angeli,1995,L. Bertè e P. Leon,F,"['angeli', 'angeli']",19
20º,Patty Pravo,I giorni dell'armonia,1995,M. Monti e G. Ullu,F,"['giorni', 'dell', 'armonia']",20
1º,Ron (con Tosca non accreditata),Vorrei incontrarti fra cent'anni,1996,R. Cellamare,G,"['vorrei', 'incontrarti', 'cent', 'anni']",1
2º,Elio e le Storie Tese,La terra dei cachi,1996,"D. Civaschi, S. Belisari, S. Conforti e N. Fasani",G,"['terra', 'cachi']",2
3º,Giorgia,Strano il mio destino,1996,G. Todrani e M. Fabrizio,F,"['strano', 'destino']",3
4º,Ivana Spagna,E io penso a te,1996,I. Spagna e G. Spagna,F,['penso'],4
5º,Neri per Caso,Mai più sola,1996,C. Mattone,G,['sola'],5
6º,Massimo Di Cataldo,Se adesso te ne vai,1996,M. Di Cataldo e B. Laurenti,M,"['adesso', 'vai']",6
7º,Al Bano,È la mia vita,1996,P. Marino e M. Fabrizio,M,['vita'],7
8º,Aleandro Baldi e Marco Guerzoni,Soli al bar,1996,"F. Palmieri, G. Bigazzi e A. Civai",G,"['soli', 'bar']",8
9º,Amedeo Minghi,Cantare è d'amore,1996,A. Minghi e P. Panella,M,"['cantare', 'amore']",9
10º,Paola Turci,Volo così,1996,P. Turci e R. Casini,F,['volo'],10
11º,Michele Zarrillo,L'elefante e la farfalla,1996,V. Incenzo e M. Zarrillo,M,"['elefante', 'farfalla']",11
12º,Luca Barbarossa,Il ragazzo con la chitarra,1996,L. Barbarossa,M,"['ragazzo', 'chitarra']",12
13º,Federico Salvatore,Sulla porta,1996,"F. Salvatore, G. Bigazzi e G. Dati",M,['porta'],13
14º,Rossella Marcone,Una vita migliore,1996,"P. Cremonesi, F. Cavalli e A. Valsiglio",F,"['vita', 'migliore']",14
15º,Enrico Ruggeri,L'amore è un attimo,1996,L. Schiavone e E. Ruggeri,M,"['amore', 'attimo']",15
16º,Raffaella Cavalli,Sarò,1996,"Depsa, F. Zanotti e A. Valsiglio",F,['sarò'],16
17º,Gigi Finizio,Solo lei,1996,L. Finizio e A. Annona,M,[],17
18º,Paolo Vallesi,Non andare via,1996,G. Dati e P. Vallesi,M,"['andare', 'via']",18
19º,Riccardo Fogli,Romanzo,1996,G. Morra e M. Fabrizio,M,['romanzo'],19
20º,Umberto Bindi e New Trolls,Letti,1996,U. Bindi e R. Fiacchini,G,['letti'],20
1º,Jalisse,Fiumi di parole,1997,"C. Di Domenico, A. Drusian e F. Ricci",G,"['fiumi', 'parole']",1
2º,Anna Oxa,Storie,1997,"Depsa, M. Marati, S. Monetti, A. Valsiglio e F. Zanotti",F,['storie'],2
3º,Syria,Sei tu,1997,C. Mattone e A. Salerno,F,[],3
4º,Silvia Salemi,A casa di Luca,1997,G. Artegiani,F,"['casa', 'luca']",4
5º,Fausto Leali,Non ami che te,1997,R. Pacco,M,['ami'],5
6º,O.R.O.,Padre Nostro,1997,E. Ruggeri e M. Manzani,G,['padre'],6
7º,Nek,Laura non c'è,1997,"A. De Sanctis, F. Neviani e M. Varini",M,"['laura', 'c']",7
8º,Patty Pravo,...e dimmi che non vuoi morire,1997,"V. Rossi, G. Curreri e R. Ferri",F,"['dimmi', 'vuoi', 'morire']",8
9º,Massimo Ranieri,Ti parlerò d'amore,1997,G. Togni e G. Morra,M,"['parlerò', 'amore']",9
10º,Tosca,Nel respiro più grande,1997,S. Tamaro e R. Cellamare,F,['respiro'],10
11º,Francesco Baccini,Senza tù,1997,G. Conte e F. Baccini,M,['tù'],11
12º,Dirotta su Cuba,È andata così,1997,"Cheope, S. De Donato, P. D'Emilio, R. Gentili, S. Bencini e A. Ravasini",G,['andata'],12
13º,Marina Rei,Dentro me,1997,M. Rei e F. Minoia,F,['dentro'],13
14º,Al Bano,Verso il sole,1997,V. Cidda e A. Carrisi,M,"['verso', 'sole']",14
15º,Cattivi Pensieri,Quello che sento,1997,"C. Farolfi, D. De Marinis, D. Bosio e N. Fragile",G,['sento'],15
16º,Pitura Freska,Papa nero,1997,"M. F. Forieri, S. O. Skardy, V. Silvestri, C. Verardo e F. Duse",G,"['papa', 'nero']",16
17º,Toto Cutugno,Faccia pulita,1997,S. Cutugno,M,"['faccia', 'pulita']",17
18º,Ragazzi Italiani,Vero amore,1997,"A. Galbiati, C. Palmas e M. G. Fontana",G,"['vero', 'amore']",18
19º,New Trolls e Greta,Alianti liberi,1997,"E. Palumbo, M. Cattapani, V. De Scalzi, N. Di Palo e G. Labate",G,"['alianti', 'liberi']",19
20º,Loredana Bertè,Luna,1997,L. Bertè e M. Piccoli,F,['luna'],20
1º,Annalisa Minetti,Senza te o con te,1998,M. Luca e P. Palma,F,[],1
2º,Antonella Ruggiero,Amore lontanissimo,1998,A. Ruggiero e R. Colombo,F,"['amore', 'lontanissimo']",2
3º,Lisa,Sempre,1998,G. Morra e M. Fabrizio,F,['sempre'],3
4º,Paola Turci,Solo come me,1998,R. Casini e P. Turci,F,[],4
5º,Silvia Salemi,Pathos,1998,S. Salemi e G. Artegiani,F,['pathos'],5
6º,Mango e Zenîma,Luce,1998,"A. Salerno, G. Mango e A. Mango",G,['luce'],6
7º,Luca Sepe,Un po' di te,1998,"L. Sepe, M. Schembri, F. Leali e E. Malepasso",M,['po'],7
8º,Niccolò Fabi,Lasciarsi un giorno a Roma,1998,"N. Fabi, R. Sinigallia, C. Dazzi e D. Sinigallia",M,"['lasciarsi', 'giorno', 'roma']",8
9º,Ron,Un porto nel vento,1998,"G. Zagni, Ron e F. Coppini",M,"['porto', 'vento']",9
10º,Andrea Mingardi,Canto per te,1998,A. Mingardi e M. Tirelli,M,['canto'],10
11º,Alex Baroni,Sei tu o lei (Quello che voglio),1998,"A. Baroni, P. Calabrese, M. Calabrese, M. D'Angelo e M. Rinalduzzi",M,[],11
12º,Spagna,E che mai sarà,1998,I. Spagna e G. Spagna,F,['sarà'],12
13º,Piccola Orchestra Avion Travel,Dormi e sogna,1998,"G. Servillo, D. Ciaramella, M. Tronco, G. D'Argenzio, F. Mesolella e F. Spinetti",G,"['dormi', 'sogna']",13
14º,Sergio Caputo,Flamingo,1998,S. Caputo,M,['flamingo'],14
15º,Nuova Compagnia di Canto Popolare,Sotto il velo del cielo,1998,C. Sfogli e C. Faiello,G,"['sotto', 'velo', 'cielo']",15
16º,Paola & Chiara,Per te,1998,P. Iezzi e C. Iezzi,G,[],16
17º,Enzo Jannacci,Quando un musicista ride,1998,E. Jannacci,M,"['musicista', 'ride']",17
1º,Anna Oxa,Senza pietà,1999,C. Guidetti e A. Salerno,F,['pietà'],1
2º,Antonella Ruggiero,Non ti dimentico (Se non ci fossero le nuvole),1999,"R. Colombo, A. Ruggiero e Kaballà",F,"['dimentico', 'fossero', 'nuvole']",2
3º,Mariella Nava,Così è la vita,1999,M. Nava,F,['vita'],3
4º,Enzo Gragnaniello con Ornella Vanoni,Alberi,1999,E. Gragnaniello,G,['alberi'],4
5º,Stadio,Lo zaino,1999,V. Rossi e G. Curreri,G,['zaino'],5
6º,Al Bano,Ancora in volo,1999,"P. Marcucci, A. Carrisi e M. Bizzarri",M,"['ancora', 'volo']",6
7º,Marina Rei,Un inverno da baciare,1999,M. Rei e D. Pinelli,F,"['inverno', 'baciare']",7
8º,Nino D'Angelo,Senza giacca e cravatta,1999,N. D'Angelo e C. Tortora,M,"['giacca', 'cravatta']",8
9º,Daniele Silvestri,Aria,1999,D. Silvestri,M,['aria'],9
10º,Nada,Guardami negli occhi,1999,N. Malanima,F,"['guardami', 'occhi']",10
11º,Eugenio Finardi,Amami Lara,1999,"E. Finardi, F. Consoli e E. Bechis",M,"['amami', 'lara']",11
12º,Gatto Panceri,Dove dov'è,1999,G. Panceri,M,"['dove', 'dov']",12
13º,Gianluca Grignani,Il giorno perfetto,1999,G. Grignani,M,"['giorno', 'perfetto']",13
14º,Massimo Di Cataldo,Come sei bella,1999,M. Di Cataldo,M,[],14
1º,Piccola Orchestra Avion Travel,Sentimento,2000,"D. Ciaramella, G. D'Argenzio, F. Mesolella, F. Spinetti, M. Tronco e G. Servillo",G,['sentimento'],1
2º,Irene Grandi,La tua ragazza sempre,2000,V. Rossi e G. Curreri,F,"['ragazza', 'sempre']",2
3º,Gianni Morandi,Innamorato,2000,"E. Ramazzotti, C. Guidetti e A. Cogliati",M,['innamorato'],3
4º,Max Gazzè,Il timido ubriaco,2000,M. Gazzè e F. Gazzè,M,"['timido', 'ubriaco']",4
5º,Samuele Bersani,Replay,2000,S. Bersani e G. D'Onghia,M,['replay'],5
6º,Gerardina Trovato,Gechi e vampiri,2000,G. Trovato e T. Sinatra,F,"['gechi', 'vampiri']",6
7º,Carmen Consoli,In bianco e nero,2000,C. Consoli,F,"['bianco', 'nero']",7
8º,Matia Bazar,Brivido caldo,2000,G. Golzi e P. Cassano,G,"['brivido', 'caldo']",8
9º,Alice,Il giorno dell'indipendenza,2000,J. Camisasca,F,"['giorno', 'dell', 'indipendenza']",9
10º,Gigi D'Alessio,Non dirgli mai,2000,V. D'Agostino e L. D'Alessio,M,['dirgli'],10
11º,Subsonica,Tutti i miei sbagli,2000,"M. Casacci, D. Dileo e S. U. Romano",G,['sbagli'],11
12º,Ivana Spagna,Con il tuo nome,2000,"I. Spagna, C. Tarantola e G. Spagna",F,['nome'],12
13º,Mietta,Fare l'amore,2000,G. Mango e A. Mango,F,"['fare', 'amore']",13
14º,Mariella Nava e Amedeo Minghi,Futuro come te,2000,M. G. Nava e A. Minghi,G,['futuro'],14
15º,Marco Masini,Raccontami di te,2000,M. Masini e G. Dati,M,['raccontami'],15
16º,Umberto Tozzi,Un'altra vita,2000,U. Tozzi,M,['vita'],16
1º,Elisa,Luce (tramonti a nord est),2001,E. Toffoli e A. Fornaciari,F,"['luce', 'tramonti', 'nord', 'est']",1
2º,Giorgia,Di sole e d'azzurro,2001,"A. Fornaciari, M. Saggese e M. Vergnaghi",F,"['sole', 'azzurro']",2
3º,Matia Bazar,Questa nostra grande storia d'amore,2001,G. Golzi e P. Cassano,G,"['storia', 'amore']",3
4º,Michele Zarrillo,L'acrobata,2001,V. Incenzo e M. Zarrillo,M,['acrobata'],4
5º,Paola Turci,Saluto l'inverno,2001,P. Turci e C. Consoli,F,"['saluto', 'inverno']",5
6º,Jenny B,Anche tu,2001,G. Golzi e P. Cassano,F,['anche'],6
7º,Alex Britti,Sono contento,2001,A. Britti,M,['contento'],7
8º,Gigi D'Alessio,Tu che ne sai,2001,V. D'Agostino e L. D'Alessio,M,['sai'],8
9º,Fabio Concato,Ciao Ninìn,2001,F. Concato,M,['ninìn'],9
10º,Anna Oxa,L'eterno movimento,2001,G. Fulcheri e Laurex,F,"['eterno', 'movimento']",10
11º,Peppino di Capri,Pioverà (Habibi ené),2001,"F. Del Prete, Dicapri e M. Vitale",M,"['pioverà', 'habibi', 'ené']",11
12º,Gianni Bella,Il profumo del mare,2001,G. Bella e Mogol,M,"['profumo', 'mare']",12
13º,Syria,Fantasticamenteamore,2001,B. Antonacci e S. Lanza,F,['fantasticamenteamore'],13
14º,Sottotono,Mezze verità,2001,M. Cellamaro e M. Dagani,G,"['mezze', 'verità']",14
15º,Quintorigo,Bentivoglio Angelina (Kon tutto il mio amaro),2001,"M. De Leonardis, V. Bianchi, A. Costa, G. Costa, S. Ricci, M. Montanari e G. Facchini",G,"['bentivoglio', 'angelina', 'kon', 'amaro']",15
16º,Bluvertigo,L'assenzio (The Power of Nothing),2001,M. Castoldi e L. Urbani,G,"['assenzio', 'the', 'power', 'of', 'nothing']",16
1º,Matia Bazar,Messaggio d'amore,2002,G. Golzi e P. Cassano,G,"['messaggio', 'amore']",1
2º,Alexia,Dimmi come...,2002,A. Aquilani e M. Marcolini,F,['dimmi'],2
3º,Gino Paoli,Un altro amore,2002,G. Paoli,M,['amore'],3
4º,Fausto Leali e Luisa Corna,Ora che ho bisogno di te,2002,"F. Berlincioni, F. Leali e V. Tosetto",G,"['ora', 'bisogno']",4
5º,Enrico Ruggeri,Primavera a Sarajevo,2002,E. Ruggeri e R. Mogliotti,M,"['primavera', 'sarajevo']",5
6º,Mariella Nava,Il cuore mio,2002,M. G. Nava,F,['cuore'],6
7º,Filippa Giordano,Amarti sì,2002,L. Quarantotto e A. Napoletano,F,"['amarti', 'sì']",7
8º,Francesco Renga,Tracce di te,2002,P. Renga,M,['tracce'],8
9º,Fiordaliso,Accidenti a te,2002,G. Bigazzi e M. Falagiani,F,['accidenti'],9
10º,Gazosa,Ogni giorno di più,2002,"M. Z. Granieri, R. Siani e S. Sichel",F,"['ogni', 'giorno']",10
11º,Michele Zarrillo,Gli angeli,2002,"V. Incenzo, M. Zarrillo e R. Amici",M,['angeli'],11
