Posizione,Interprete,Canzone,anno,Autori,Sesso,Tematiche,Pos
11º,Gianni Nazzaro - Marisa Sannia,L'amore è una colomba,1970,G. Bigazzi e Totò Savio,G,"['amore', 'colomba']",11
12º,Fausto Leali - Carmen Villani,Hippy,1970,L. Beretta e F. Leali,G,['hippy'],12
13º,Tony Renis - Sergio Leonardi,Canzone blu,1970,"Mogol, A. Testa e E. Cesari",G,"['canzone', 'blu']",13
14º,Nino Ferrer - Caterina Caselli,Re di cuori,1970,"G. Bigazzi, C. Cavallaro e Totò Savio",G,"['re', 'cuori']",14
NF,Rocky Roberts - Il Supergruppo,Accidenti,1970,G. Pieretti e R. Gianco,G,['accidenti'],NF
NF,Rita Pavone - Valeria Mongardini,Ahi ahi ragazzo!,1970,F. Migliacci e U. Napolitano,G,"['ahi', 'ahi', 'ragazzo']",NF
NF,Ragazzi della via Gluck - Paolo Mengoli,Ahi! Che male che mi fai,1970,C. Minellono e S. Cutugno,G,"['ahi', 'male', 'fai']",NF
NF,Pino Donaggio - Sandie Shaw,Che effetto mi fa,1970,C. Minellono e G. Donaggio,G,"['effetto', 'fa']",NF
NF,Rosanna Fratello - I Domodossola,Ciao anni verdi,1970,"V. Pallavicini, N. De Luca e A. Celentano",G,"['anni', 'verdi']",NF
NF,Donatello - Dik Dik,Io mi fermo qui,1970,L. Albertelli e E. Riccardi,G,['fermo'],NF
NF,Michele - Lucia Rizzi,L'addio,1970,"S. Bardotti, A. Lo Vecchio, G. Antola, M. Francesio e P. Maggi",G,['addio'],NF
NF,Emiliana Perina - Gens,La stagione di un fiore,1970,"L. Rossi, S. Ruisi e G. Marchetti",G,"['stagione', 'fiore']",NF
NF,Renato Rascel - Pio,Nevicava a Roma,1970,"M. Del Prete, L. Beretta, R. Negri e G. Verdecchia",G,"['nevicava', 'roma']",NF
NF,Rossano - Dori Ghezzi,Occhi a mandorla,1970,V. Pallavicini e P. Soffici,G,"['occhi', 'mandorla']",NF
NF,Francesco Banti - Dino Drusiani,Ora vivo,1970,A. Favata e A. Pagani,G,"['ora', 'vivo']",NF
NF,Claudio Villa - Tony Del Monaco,Serenata,1970,"G. Bigazzi, F. Polito e A. Rosario",G,['serenata'],NF
1º,Nada - Nicola Di Bari,Il cuore è uno zingaro,1971,F. Migliacci e C. Mattone,G,"['cuore', 'zingaro']",1
2º,Ricchi e Poveri - José Feliciano,Che sarà,1971,"F. Migliacci, C. Pes e J. Fontana",G,['sarà'],2
3º,Lucio Dalla - Equipe 84,4 marzo 1943,1971,L. Dalla e P. Pallottino,G,"['4', 'marzo', '1943']",3
4º,Donatello - Marisa Sannia,Com'è dolce la sera,1971,L. Albertelli e E. Riccardi,G,"['com', 'dolce', 'sera']",4
5º,Adriano Celentano - Coro Alpino Milanese,Sotto le lenzuola,1971,"L. Beretta, M. Del Prete e A. Celentano",G,"['sotto', 'lenzuola']",5
6º,Domenico Modugno - Carmen Villani,Come stai?,1971,R. Pazzaglia e D. Modugno,G,['stai'],6
7º,Don Backy - Gianni Nazzaro,Bianchi cristalli sereni,1971,A. Caponi,G,"['bianchi', 'cristalli', 'sereni']",7
8º,Al Bano - Aguaviva,"13, storia d'oggi",1971,V. Pallavicini e A. Carrisi,G,"['13', 'storia', 'oggi']",8
9º,Gigliola Cinquetti - Ray Conniff,Rose nel buio,1971,"L. Pilat, M. Panzeri e D. Pace",G,"['rose', 'buio']",9
10º,Caterina Caselli - Dik Dik,Ninna nanna (Cuore mio),1971,L. Albertelli e E. Riccardi,G,"['ninna', 'nanna', 'cuore']",10
11º,Pino Donaggio - Peppino Di Capri,L'ultimo romantico,1971,V. Pallavicini e P. Donaggio,G,"['ultimo', 'romantico']",11
12º,Little Tony - Formula 3,La folle corsa,1971,Mogol e C. Donida,G,"['folle', 'corsa']",12
13º,Sergio Endrigo - New Trolls,Una storia,1971,S. Endrigo,G,['storia'],13
14º,Sergio Menegale - Wallace Collection,Il sorriso il paradiso,1971,S. Menegale e G. D'Errico,G,"['sorriso', 'paradiso']",14
NF,Rosanna Fratello - Nino Ferrer,Amsterdam,1971,"D. Pace, M. Panzeri e P. Calvi",G,['amsterdam'],NF
NF,Maurizio & Fabrizio - Protagonisti,Andata e ritorno,1971,D. Renzetti e L. Albertelli,G,"['andata', 'ritorno']",NF
NF,Paolo Mengoli - Mark e Martha,I ragazzi come noi,1971,E. Lombardi e G. Balducci,G,['ragazzi'],NF
NF,Antoine - Anna Identici,Il dirigibile,1971,L. Albertelli e M. Fabrizio,G,['dirigibile'],NF
NF,I Giganti - Fabio Trioli,Il viso di lei,1971,"Baracuda, V. Tempera e S. Scandolara",G,['viso'],NF
NF,Jordan e i middle of the road - Gens,Lo schiaffo,1971,G. Deriu e V. Barsanti,G,['schiaffo'],NF
NF,Edda Ollari - Lorenza Visconti,L'ora giusta,1971,"C. Conti, D. Pace, M. Panzeri e G. Argenio",G,"['ora', 'giusta']",NF
NF,Nomadi - Mal,Non dimenticarti di me,1971,Mogol e M. Lavezzi,G,['dimenticarti'],NF
NF,Pio - Mau Cristiani,Occhi bianchi e neri,1971,"E. Sciorilli, A. Testa e M. Del Prete",G,"['occhi', 'bianchi', 'neri']",NF
NF,Piero Focaccia - Mungo Jerry,Santo Antonio Santo Francisco,1971,V. Pallavicini e P. Conte,G,"['santo', 'antonio', 'santo', 'francisco']",NF
1º,Nicola Di Bari,I giorni dell'arcobaleno,1972,"M. Scommegna, D. Masini, P. Pintucci",M,"['giorni', 'dell', 'arcobaleno']",1
2º,Peppino Gagliardi,Come le viole,1972,P. Gagliardi e G. Amendola,M,['viole'],2
3º,Nada,Il re di denari,1972,C. Mattone e F. Migliacci,F,"['re', 'denari']",3
4º,Gianni Morandi,Vado a lavorare,1972,"F. Migliacci, Petaluma, M. Marrocchi e V. Tariciotti",M,"['vado', 'lavorare']",4
5º,Gianni Nazzaro,Non voglio innamorarmi mai,1972,M. Signorini e G. Bigazzi,M,['innamorarmi'],5
6º,Delirium,Jesahel,1972,O. Prudente e I. Fossati,G,['jesahel'],6
7º,Marcella Bella,Montagne verdi,1972,G. Bigazzi e G. Bella,F,"['montagne', 'verdi']",7
8º,Lucio Dalla,Piazza Grande,1972,"L. Dalla, R. Cellamare, G. Baldazzi e S. Bardotti",M,['piazza'],8
9º,Gigliola Cinquetti,Gira l'amore (Caro bebè),1972,M. Panzeri e D. Pace,F,"['gira', 'amore', 'caro', 'bebè']",9
10º,Donatello,Ti voglio,1972,R. Sanna e D.L. Pieretti,M,[],10
11º,Ricchi e Poveri,Un diadema di ciliegie,1972,R. Bertola,G,"['diadema', 'ciliegie']",11
12º,Milva,Mediterraneo,1972,L. Albertelli e E. Riccardi,F,['mediterraneo'],12
13º,Lara Saint Paul,Se non fosse fra queste mie braccia lo inventerei,1972,E. Suligoj e L. Beretta,F,"['fosse', 'braccia', 'inventerei']",13
14º,Domenico Modugno,Un calcio alla città,1972,"D. Modugno, M. Castellacci e R. Pazzaglia",M,"['calcio', 'città']",14
NF,Rita Pavone,Amici mai,1972,Caviri e M. Cantini,F,['amici'],NF
NF,Pino Donaggio,Ci sono giorni,1972,V. Pallavicini e P. Donaggio,M,['giorni'],NF
NF,Aguaviva,Ciao amico ciao,1972,M. Remigi e C. Minellono,G,['amico'],NF
NF,Anna Identici,Era bello il mio ragazzo,1972,G. Guarnieri e P. P. Preti,F,"['era', 'bello', 'ragazzo']",NF
NF,Michele,Forestiero,1972,"S. Scandolara, S. Bardotti, C. Castellari e C. Castellari",M,['forestiero'],NF
NF,Carla Bissi,Il mio cuore se ne va,1972,M. Remigi e Spiker,F,"['cuore', 'va']",NF
NF,Fausto Leali,L'uomo e il cane,1972,F. Leali e M. Cantù,M,"['uomo', 'cane']",NF
NF,Marisa Sacchetto,La foresta selvaggia,1972,P. Limiti e C. Cavallaro,F,"['foresta', 'selvaggia']",NF
NF,Delia,Per amore ricomincerei,1972,"M. Terzi, A. Salerno e C. Dammicco",F,"['amore', 'ricomincerei']",NF
NF,Angelica,Portami via,1972,M. Mellier e L. Medini,F,"['portami', 'via']",NF
NF,Tony Cucchiara,Preghiera,1972,T. Cucchiara,M,['preghiera'],NF
NF,Bobby Solo,Rimpianto,1972,E. Riccardi e L. Albertelli,M,['rimpianto'],NF
NF,Roberto Carlos,Un gatto nel blu,1972,"G. Savio, G. Bigazzi",M,"['gatto', 'blu']",NF
NF,I Nuovi Angeli,Un viaggio in Inghilterra,1972,"R. Sanna, D.L. Pieretti",G,"['viaggio', 'inghilterra']",NF
1º,Peppino Di Capri,Un grande amore e niente più,1973,"F. Califano, G. Wright, G. Faiella, C. Mattone",M,['amore'],1
2º,Peppino Gagliardi,Come un ragazzino,1973,"G. Amendola, P. Gagliardi",M,['ragazzino'],2
3º,Milva,Da troppo tempo,1973,"L. Albertelli, G. Colonnello",F,"['troppo', 'tempo']",3
4º,Ricchi e Poveri,Dolce frutto,1973,C. Minellono e U. Balsamo,G,"['dolce', 'frutto']",4
5º,Gilda Giuliani,Serena,1973,V. Pallavicini e G. Mescoli,F,['serena'],5
6º,Wess e Dori Ghezzi,Tu nella mia vita,1973,"Lubiak, F. Monti Arduini",G,['vita'],6
7º,Roberto Vecchioni,L'uomo che si gioca il cielo a dadi,1973,R. Vecchioni,M,"['uomo', 'gioca', 'cielo', 'dadi']",7
8º,Fausto Leali,La bandiera di sole,1973,V. Pallavicini e F. Leali,M,"['bandiera', 'sole']",8
9º,Umberto Balsamo,Amore mio,1973,"C. Minellono, U. Balsamo",M,['amore'],9
10º,Anna Identici,Mi son chiesta tante volte,1973,P. P. Preti e G. Guarneri,F,"['son', 'chiesta', 'tante', 'volte']",10
11º,Camaleonti,Come sei bella,1973,G. Bigazzi e C. Cavallaro,G,[],11
12º,Donatello,Tu giovane amore mio,1973,"G. Pieretti, F. Monachesi, R. Gianco e A. Nicorelli",M,"['giovane', 'amore']",12
13º,Memo Remigi,Il mondo è qui,1973,M. Remigi,M,['mondo'],13
14º,Alessandro,Tre minuti di ricordi,1973,M. Del Prete e A. Pintus,M,"['tre', 'minuti', 'ricordi']",14
15º,Lionello,Straniera straniera,1973,F. Specchia e F. Chiaravalle,M,"['straniera', 'straniera']",15
16º,Lara Saint Paul,Una casa grande,1973,"A. Lo Vecchio, N. Aprile e N. Villa",F,['casa'],16
NF,Mocedades,Addio amor,1973,"M. Gallerani, G. Bosisio e M. Nobile",G,"['addio', 'amor']",NF
NF,Pop Tops,Angeline,1973,R. Nisi Marsella e C. Daiano,G,['angeline'],NF
NF,Jet,Anika na-o,1973,F. Piccarreda e P. Cochis e P. Cassano,G,"['anika', 'na']",NF
NF,Bassano,Cara amica,1973,F. Specchia P. Prencipe e V. Caruso,G,"['cara', 'amica']",NF
NF,Carmen Amato,Dove andrai,1973,D. Mariano,F,"['dove', 'andrai']",NF
NF,Sergio Endrigo,Elisa Elisa,1973,S. Bardotti e S. Endrigo,M,"['elisa', 'elisa']",NF
NF,Lolita,Innamorata io?,1973,A. Celentano e F. Chiaravalle,F,['innamorata'],NF
NF,Gigliola Cinquetti,Mistero,1973,C. Mattone,F,['mistero'],NF
NF,Christian De Sica,Mondo mio,1973,P. Conte e G. Conte,M,['mondo'],NF
NF,Alberto Feri,Ogni volta che mi pare,1973,F. Evangelisti e P. Pintucci,M,"['ogni', 'volta', 'pare']",NF
NF,Junior Magli,Povero,1973,L. Medini e M. Mellier,M,['povero'],NF
NF,Le Figlie del Vento,Sugli sugli bane bane,1973,"F. Chiaravalle, P. Tomelleri e A. M. Piccioli",G,"['bane', 'bane']",NF
NF,Drupi,Vado via,1973,E. Riccardi e L. Albertelli,M,"['vado', 'via']",NF
NF,Toni Santagata,Via Garibaldi,1973,T. Santagata,M,"['via', 'garibaldi']",NF
1º,Iva Zanicchi,Ciao cara come stai?,1974,"C. Malgioglio, C. Daiano, Dinaro e I. Ianne",F,"['cara', 'stai']",1
2º,Domenico Modugno,Questa è la mia vita,1974,"L. Beretta, D. Modugno e E. Suligoj",M,['vita'],2
3º,Orietta Berti,Occhi rossi,1974,"D. Pace, C. Conti, L. Pilat e M. Panzeri",F,"['occhi', 'rossi']",3
F,Anna Melato,Sta piovendo dolcemente,1974,M. Piccoli e P. Donaggio,F,"['sta', 'piovendo', 'dolcemente']",F
F,Emanuela Cortesi,Il mio volo bianco,1974,"C. Daiano, F. Zanon e I. Ianne",F,"['volo', 'bianco']",F
F,Gilda Giuliani,Senza titolo,1974,"V. Pallavicini, A. Ferrari e G. Mescoli",F,['titolo'],F
F,I Domodossola,Se hai paura,1974,"R. Soffici, M. Guantini e L. Albertelli",G,"['hai', 'paura']",F
F,Les Charlots,Mon ami Tango,1974,"D. Pace, C. Conti, L. Pilat e M. Panzeri",G,"['mon', 'ami', 'tango']",F
F,Valentina Greco,Notte dell'estate,1974,"A. Mammoliti, A. Buonocore e C. Celli",F,"['notte', 'dell', 'estate']",F
F,Nicola Di Bari,Il matto del villaggio,1974,"F. Migliacci, C. Mattone e P. Pintucci",M,"['matto', 'villaggio']",F
F,Mouth & MacNeal,Ah! L'amore,1974,"E. Lombardo, C. Sebastianelli e E. Capelli",G,"['ah', 'amore']",F
F,Gianni Nazzaro,A modo mio,1974,C. Baglioni e A. Coggio,M,['modo'],F
F,Al Bano,In controluce,1974,A. Carrisi e P. Limiti,M,['controluce'],F
F,Mino Reitano,Innamorati,1974,"L. Beretta, F. Reitano e M. Reitano",M,['innamorati'],F
F,Rosanna Fratello,Un po' di coraggio,1974,G. Pieretti e A. R. Mancino,F,"['po', 'coraggio']",F
F,Little Tony,Cavalli bianchi,1974,"Miro, Giulifan e B. Casu",M,"['cavalli', 'bianchi']",F
F,Milva,Monica delle bambole,1974,L. Beretta e E. Suligoj,F,"['monica', 'bambole']",F
F,Middle of the Road,Sole giallo,1974,M. Piccoli e P. Donaggio,G,"['sole', 'giallo']",F
NF,Kambiz,Canta con me,1974,E. Riccardi e L. Albertelli,M,['canta'],NF
NF,Donatella Rettore,Capelli sciolti,1974,D. Rettore e M. Pagano,F,"['capelli', 'sciolti']",NF
NF,Riccardo Fogli,Complici,1974,L. Lopez e C. Vistarini,M,['complici'],NF
NF,Franco Simone,Fiume grande,1974,F. Simone,M,['fiume'],NF
NF,Orchestra Spettacolo Casadei,La canta,1974,"R. Casadei, E. Muccioli e A. Pedulli",G,['canta'],NF
NF,Paola Musiani,La donna quando pensa,1974,M. Galati e E. Capelli,F,"['donna', 'pensa']",NF
NF,Antonella Bottazzi,Per una donna donna,1974,A. Bottazzi,F,"['donna', 'donna']",NF
NF,Rossella,Qui,1974,"P. A. Cassella, R. Cocciante e M. Luberti",F,[],NF
NF,Sonia Gigliola Conti,Ricomincerei,1974,P. Soffici e G. Pieretti,F,['ricomincerei'],NF
NF,Piero Focaccia,Valentin tango,1974,L. Beretta e E. Capotosti,M,"['valentin', 'tango']",NF
1,Gilda,Ragazza del sud,1975,R. Scalabrino,F,"['ragazza', 'sud']",1
2,Angela Luce,Ipocrisia,1975,P. Giordano e E. Alfieri,F,['ipocrisia'],2
2,Rosanna Fratello,Va' speranza va',1975,G. Taddei e F. Graniero,F,"['va', 'speranza', 'va']",2
4,Valentina Greco,Un grande addio,1975,"G. Puzzo, B. Moglia, P. Limiti, E. Capotosti e M. C. Lacamera",F,['addio'],4
5,Laura,E poi e poi,1975,N. La Mantia,F,"['poi', 'poi']",5
6,Franco e le Piccole Donne,Come Humphrey Bogart,1975,L. Raggi e B. Pallini,G,"['humphrey', 'bogart']",6
F,Le Nuove Erbe,Topolino piccolo,1975,F. Specchia e P. Prencipe,G,"['topolino', 'piccolo']",F
F,Nico dei Gabbiani,Io credo (Ci son cose più grandi di te),1975,Cadam e F. Turnaturi,M,"['credo', 'son', 'cose', 'grandi']",F
F,Eugenio Alberti,Decidi tu per me,1975,"P. Montanaro, E. Ronda, A. Gallo e M. Mellier",M,['decidi'],F
F,Gianni Migliardi,Sei stata tu,1975,"S. Piccioli, A. Valleroni e F. Tessandori",M,['stata'],F
F,Piero Cotto,Il telegramma,1975,V. Pallavicini e G. Donaggio,M,['telegramma'],F
F,Stefania,L'incertezza di una vita,1975,"F. Specchia, P. Prencipe e S. Sciannamea",F,"['incertezza', 'vita']",F
NF,Emy Cesaroni,1975… amore mio,1975,F. Specchia e P. Prencipe,F,"['1975', 'amore']",NF
NF,Gabriella Sanna,Adesso basti tu,1975,G. Meccia e B. Zambrini,F,"['adesso', 'basti']",NF
NF,Daniela,Dolce abitudine,1975,"P. Montanaro, E. Ronda, G. Rigo e A. Mammoliti",F,"['dolce', 'abitudine']",NF
NF,Eva 2000,In amore non si può mentire,1975,L. Capello e M. Cenci,F,"['amore', 'può', 'mentire']",NF
NF,Jean-François Michael,Innamorarsi,1975,"D. Sarti, A. De Lorenzo, A. Olivares e B. Stecca",M,['innamorarsi'],NF
NF,Annagloria,La paura di morire,1975,"G. Calabrese, E. Ballotta e P. Calvi",F,"['paura', 'morire']",NF
NF,Antonella Bellan,Lettera,1975,"R. Scala, L. Medini, P. B. Greco e M. Mellier",F,['lettera'],NF
NF,Lorenzo Pilat,Madonna d'amore,1975,L. Pilat,M,"['madonna', 'amore']",NF
NF,G.Men,Oggi,1975,T. Cavalli,G,['oggi'],NF
NF,Kriss and Saratoga,Piccola bambina cara,1975,"F. Specchia, P. Prencipe e S. Sciannamea",G,"['piccola', 'bambina', 'cara']",NF
NF,La Quinta Faccia,Quattro stagioni,1975,I. Pelosi e V. Caruso,G,"['quattro', 'stagioni']",NF
NF,Paola Folzini,Il ragioniere,1975,"C. Celli, A. Buonocore e A. Mammoliti",F,['ragioniere'],NF
NF,Goffredo Canarini,Scarafaggi,1975,G. Canarini,M,['scarafaggi'],NF
NF,Paola Musiani,Se nasco un'altra volta,1975,A. Testa e P. Donaggio,F,"['nasco', 'volta']",NF
NF,Le Volpi Blu,Senza impegno,1975,"M. Motta, S. Bordoni, F. Delfino e G. Damele",G,['impegno'],NF
NF,Leila Selli,Sola in due,1975,"M. Francesio, G. Canarini e N. Roccabruna",F,['sola'],NF
NF,Nannarella,Sotto le stelle,1975,R. Balzani,F,"['sotto', 'stelle']",NF
NF,Ely Neri e la sua orchestra,Tango di casa mia,1975,E. Neri,G,"['tango', 'casa']",NF
1º,Peppino Di Capri,Non lo faccio più,1976,"Depsa, S. Iodice e F. Berlincioni",M,['faccio'],1
2º,Wess e Dori Ghezzi,"Come stai, con chi sei",1976,"C. Minellono, F. Piccarreda e U. Balsamo",G,['stai'],2
3º (ex aequo),Sandro Giacobbe,Gli occhi di tua madre,1976,"S. Giacobbe, D. Pace e O. Avogadro",M,"['occhi', 'madre']",3
3º (ex aequo),Albatros,Volo AZ 504,1976,V. Pallavicini e T. Cutugno,G,"['volo', 'az', '504']",3
5º,Paolo Frescura,Due anelli,1976,A. De Sanctis e P. Frescura,M,['anelli'],5
6º,Drupi,Sambariò,1976,L. Albertelli e E. Riccardi,M,['sambariò'],6
7º,Carlo Gigli,Più forte,1976,Schiava e C. Gigli,M,['forte'],7
8º,Daniel Sentacruz Ensemble,Linda bella Linda,1976,"C. Dammicco, Querencio, Sentacruz e F. Specchia",G,"['linda', 'linda']",8
9º,Gli Opera,L'ho persa ancora,1976,"F. Ricciardi, O. Avogadro e D. Pace",G,"['persa', 'ancora']",9
10º,Camaleonti,Cuore di vetro,1976,G. Bigazzi e T. Savio,G,"['cuore', 'vetro']",10
11º,Orietta Berti,Omar,1976,M. Battaini e L. Beretta,F,['omar'],11
12º,La Strana Società,Andiamo via,1976,"C. Conti, F. Cassano e L. Albertelli",G,"['andiamo', 'via']",12
13º,Ricchi e Poveri con I Nostri Figli,Due storie dei musicanti,1976,L. Bacalov e S. Bardotti,G,"['storie', 'musicanti']",13
14º,Patrizio Sandrelli,Piccola donna addio,1976,V. Stavolo e F. Zulian,M,"['piccola', 'donna', 'addio']",14
15º (ex aequo),Sergio Endrigo,Quando c'era il mare,1976,S. Endrigo,M,"['c', 'era', 'mare']",15
15º (ex aequo),Miko,Signora tu,1976,G. Pegoraro e P. M. Bozzetti,M,['signora'],15
17º,Profeti,Cercati un'anima,1976,"D. Ciletti, C. Cavallaro, D. Pace e O. Avogadro",G,"['cercati', 'anima']",17
18º,La Nuova Gente,Che sarei,1976,P. Landro e E. Cardullo,G,['sarei'],18
NF,Santino Rocchetti,E tu mi manchi,1976,S. Luca e A. Lo Vecchio,M,['manchi'],NF
NF,Rosanna Fratello,Il mio primo rossetto,1976,U. Napolitano e A. Salerno,F,"['primo', 'rossetto']",NF
NF,Gloriana,La canzone dei poveri,1976,A. Gallo e Mallozzi,F,"['canzone', 'poveri']",NF
NF,Antonio Buonomo,La femminista,1976,L. Chiosso e E. Alfieri,M,['femminista'],NF
NF,Leano Morelli,Nata libera,1976,E. Crippa e L. Morelli,M,"['nata', 'libera']",NF
NF,Romina Power,Non due,1976,R. Power e A. Carrisi,F,[],NF
NF,Maggie Mae,Sing My Song,1976,C. De Natale e Darini,F,"['sing', 'my', 'song']",NF
NF,Armonium,Stella cadente,1976,V. Stavolo e F. Zulian,G,"['stella', 'cadente']",NF
NF,Vanna Leali,Torno a casa,1976,E. Suligoj e P. Limiti,F,"['torno', 'casa']",NF
NF,Umberto Lupi,Una casa senza nome,1976,"L. Pilat, M. Panzeri e D. Pace",M,"['casa', 'nome']",NF
NF,Ezio Maria Picciotta,Uomo qualunque,1976,"E. M. Picciotta, F. Migliacci e D. Farina",M,"['uomo', 'qualunque']",NF
NF,Silvano Vittorio,Vieni,1976,A. Lo Vecchio e S. Vittorio,M,['vieni'],NF
1º,Homo Sapiens,Bella da morire,1977,R. Pareti e A. Salerno,G,['morire'],1
2º,Collage,Tu mi rubi l'anima,1977,G. Padovan e A. De Sanctis,G,"['rubi', 'anima']",2
3º,I Santo California,Monica,1977,"P. Pinna, G. Simonelli e E. Palumbo",G,['monica'],3
F,Umberto Napolitano,Con te ci sto,1977,U. Napolitano,M,['sto'],F
F,Santino Rocchetti,Dedicato a te,1977,S. Rocchetti e A. Lo Vecchio,M,['dedicato'],F
F,Daniela Davoli,E invece con te,1977,D. Davoli e M. Zarrillo,F,['invece'],F
F,Albatros,Gran Premio,1977,"M. Vasseur, V. Pallavicini e T. Cutugno",G,"['gran', 'premio']",F
F,Leano Morelli,Io ti porterei,1977,L. Morelli,M,['porterei'],F
F,Matia Bazar,Ma perché,1977,"C. Marrale, P. Cassano e A. Stellita",G,['perché'],F
F,Il Giardino dei Semplici,Miele,1977,G. Bigazzi e T. Savio,,['miele'],F
F,Donatella Rettore,Carmela,1977,D. Rettore e C. Rego,F,['carmela'],F
F,La Strana Società,Tesoro mio,1977,"L. Albertelli, C. Conti e F. Cassano",G,['tesoro'],F
1º,Matia Bazar,...e dirsi ciao,1978,"G. Golzi, A. Stellita, P. Cassano, C. Marrale e A. Ruggiero",G,['dirsi'],1
2º,Anna Oxa,Un'emozione da poco,1978,I. Fossati e G. Guglielminetti,F,"['emozione', 'poco']",2
3º,Rino Gaetano,Gianna,1978,R. Gaetano,M,['gianna'],3
4º,Ciro Sebastianelli,Il buio e tu,1978,"C. Sebastianelli, D. Pace e O. Avogadro",M,['buio'],4
5º,Anselmo Genovese,Tu sola,1978,A. Genovese e L. Capello,M,['sola'],5
6º,Santino Rocchetti,Armonia e poesia,1978,S. Rocchetti e A. Lo Vecchio,M,"['armonia', 'poesia']",6
7º,Schola Cantorum,Il mio amore,1978,M. Luberti e E. Fusco,G,['amore'],7
8º,Laura Luca,Domani domani,1978,G. Pieretti e A. Nicorelli,F,"['domani', 'domani']",8
9º,Daniel Sentacruz Ensemble,1/2 notte,1978,"Zacar, S. Grieco, C. Dammicco e Sentacruz",G,"['1', '2', 'notte']",9
F,Donato Ciletti,Anna Anna,1978,"D. Pace, O. Avogadro, D. Ciletti e C. Cavallaro",M,"['anna', 'anna']",F
F,Roberto Carrino,N 'addore 'e castagne,1978,R. Carrino e M. Coppola,M,"['n', 'addore', 'castagne']",F
F,Dora Moroni,Ora,1978,"F. Marino, E. Intra, C. Rego e D. Rettore",F,['ora'],F
F,Marco Ferradini,Quando Teresa verrà,1978,S. Luca e M. Ferradini,M,"['teresa', 'verrà']",F
F,Beans,Soli,1978,A. Bella e G. Bella,G,['soli'],F
1º,Mino Vergnaghi,Amare,1979,P. Finà e S. Ortone,M,['amare'],1
2º,Enzo Carella,Barbara,1979,E. Carella e P. Panella,M,['barbara'],2
3º,I Camaleonti,Quell'attimo in più,1979,"M. Lavezzi, O. Avogadro e D. Pace",G,"['quell', 'attimo']",3
4º,Collage,La gente parla,1979,"A. De Sanctis, S. Di Nardo e M. Marrocchi",G,"['gente', 'parla']",4
5º,Enrico Beruschi,Sarà un fiore,1979,"D. Pace, C. Conti e M. Panzeri",M,"['sarà', 'fiore']",5
6º,Franco Fanigliulo,A me mi piace vivere alla grande,1979,"O. Avogadro, R. Borghetti, F. Fanigliulo e D. Pace",M,"['piace', 'vivere']",6
7º,Lorella Pescerelli,New York,1979,F. Migliacci e F. Paulin,F,"['new', 'york']",7
8º,Kim & The Cadillacs,C'era un'atmosfera,1979,A. Stellita e P. Cassano,G,"['c', 'era', 'atmosfera']",8
9º,Umberto Napolitano,Bimba mia,1979,U. Napolitano,M,['bimba'],9
10º,Pandemonium,Tu fai schifo sempre,1979,"A. Giordano, M. Paulicelli e G. Mauro",G,"['fai', 'schifo', 'sempre']",10
11º,Antoine,Nocciolino,1979,M. Piccoli,M,['nocciolino'],11
12º,Grimm,Liana,1979,L. Lazzarini,G,['liana'],12
NF,Marinella,Autunno cadono le pagine gialle,1979,R. Ferri e G. Trombetti,F,"['autunno', 'cadono', 'pagine', 'gialle']",NF
NF,Ayx,Ayx Disco,1979,R. Galardini,G,"['ayx', 'disco']",NF
NF,Ciro Sebastianelli,Ciao Barbarella,1979,"C. Sebastianelli, D. Pace e O. Avogadro",M,['barbarella'],NF
NF,Nicoletta Bauce,Grande mago,1979,N. Bauce e R. Colombo,F,['mago'],NF
NF,Gli Opera,Il diario dei segreti,1979,C. Daiano e G. Adorno,G,"['diario', 'segreti']",NF
NF,Il Était une Fois,Impazzirò,1979,P. Civello e Basilivan,G,['impazzirò'],NF
NF,Michele Vicino,In due,1979,G. Belfiore e M. Vicino,M,[],NF
NF,Roberta,"Il sole, la pioggia",1979,D. Pace e C. Conti,F,"['sole', 'pioggia']",NF
NF,Massimo Abbate,Napule cagnarrà,1979,W. Montanelli,M,"['napule', 'cagnarrà']",NF
NF,Gianni Mocchetti,Talismano nero,1979,Manipoli e G. Mocchetti,M,"['talismano', 'nero']",NF
1º,Toto Cutugno,Solo noi,1980,S. Cutugno,M,[],1
2º,Enzo Malepasso,Ti voglio bene,1980,Depsa e E. Malepasso,M,['bene'],2
3º,Pupo,Su di noi,1980,"P. Barabani, D. Milani e E. Ghinazzi",M,[],3
F,Gianni Morandi,Mariù,1980,R. Cellamare e F. De Gregori,M,['mariù'],F
F,La Bottega dell'Arte,Più di una canzone,1980,P. Calabrese e R. Musumarra,G,['canzone'],F
F,Sally Oldfield,I Sing for You,1980,A. Salerno e M. Fabrizio,F,"['sing', 'for', 'you']",F
F,Stefano Rosso,L'italiano,1980,S. Rosso,M,['italiano'],F
F,Leroy Gomez,Tu mi manchi dentro,1980,C. Minellono e R. Brioschi,M,"['manchi', 'dentro']",F
F,Paolo Riviera,Cavallo bianco,1980,V. Magelli e R. Aglietti,M,"['cavallo', 'bianco']",F
F,Bobby Solo,Gelosia,1980,D. Ciotti e R. Satti,M,['gelosia'],F
F,Decibel,Contessa,1980,F. Muzio e E. Ruggeri,G,['contessa'],F
F,Francesco Magni,Voglio l'erba voglio,1980,F. Magni,M,['erba'],F
F,Aldo Donati,Canterò canterò canterò,1980,A. Donati,M,"['canterò', 'canterò', 'canterò']",F
